知乎作者,作者id,回答时间,赞同数,底下评论数,回答内容
bubuji,da07de58dab18a736ae3b494aff1ccfa,2021-08-11 18:59:29,0,0,如果以后都不能在这公司混了，就算它规章制度改善了一百倍，又与你何干呢？
麦田守望者,244ccecffe57e966377585089c48a503,2021-08-11 18:53:47,0,0,打土豪分田地
匿名用户,0,2021-08-11 18:53:06,0,0,说是实习生发的我不太相信很多大企业的内部沟通工具，包括邮箱，都是有严格的等级制度的，一般情况下低等级的员工都无权限越过直接上级或连越多级向比自己职级高得多的领导发邮件或信息的。另外，截图这部分也是同样，很多内部沟通工具都是禁止截图的，这涉及到公司泄密的问题，华为，平安，阿里，拼多多都一样。。。。另外，如果公司想收拾你，来一个按公司规章制度涉及泄密行为的借口，直接扫地出门也不是没有
孟陬十九呀,3028f00ec6954a2e842d27817d7883f6,2021-08-11 18:52:59,0,0,传闻，腾讯是知乎的大股东。溜
游丝千丈,3670834fb0fd323b8e035a3dd2513523,2021-08-11 18:52:54,0,0,简直职场性侵问题的高级黑
正当时,fdc70e02642ed4ed861402892250e2d8,2021-08-11 18:52:44,0,0,感觉是阿里公关
把你煮成汤,a9f32dfe444eb956da3136de5ff610fd,2021-08-11 18:51:41,0,0,发现一件事，天士力这个所谓的军队文化，不让内部员工谈恋爱也就算了，连家庭分居和离婚也要管，竟然还当一件得意的事情来吹。果然滥用权力各有各的方式，相同的是某些人洋洋自得的嘴脸。
Jyw,3be9fb5d66d5b089b518966843f94ca7,2021-08-11 18:51:29,0,0,什么叫热度，什么叫营销，什么叫花小钱办大事，公众号，自媒体好好学学对这位同学的观点不发布看法。
凉爪子,178b6c51eaea3b964977da1361e3a648,2021-08-11 18:50:57,0,0,无欲则刚人家确实有承担后果的本钱。作为酒桌文化受害者，我希望大家把重点放在酒桌文化上，而不是教大家职场规矩，大家都是在职场求生的社畜，看清楚自己的利益所在。
落落大方,a0da2da9f29e97c722cd5859acb50f3f,2021-08-11 18:46:33,0,0,我认为这是蹭流量
匿名用户,0,2021-08-11 18:43:32,0,0,无聊的自我炒作。
匿名用户,0,2021-08-11 18:41:34,0,0,吃人血馒头的二代用拯救女性彰显自我
白愠,42e1244623d33630a172b69549b8cd3a,2021-08-11 18:41:29,0,0,“人类高质量实习生”吊打资本家
匿名用户,0,2021-08-11 18:41:00,0,0,强烈怀疑这个热榜是阿里买的
知乎用户,67681dde2e83742050b53aa253a680fc,2021-08-11 18:40:14,0,0,这个像炒作，我知道有高压线规定，供应商送礼不能超过两百，宴请只限公司内的餐厅，违反可举报很严格的。实习生知不知道这些高压线我不清楚，反正我在的部门没有这种酒桌文化
匿名用户,0,2021-08-11 18:37:14,0,0,这个问题上了热榜，而不是高管性侵下属。嗯，懂得都懂蹭热度怎么了？这种事越多人蹭热度越好
芃芃,483529f098c8b2a22647f8cea4c763cd,2021-08-11 18:36:55,0,1,我在想为什么公司的正式工没有向腾讯高管提出这样子的拒绝条例？
罗鹏,4409e17296b9479aef831a9130e678ea,2021-08-11 18:36:12,0,0,富二代也要削尖了脑袋向上爬啊
睡觉,80b4f19c7e2b9e2e2ed59c2553b44abb,2021-08-11 18:34:00,0,0,我想起了华为实习生万字血书建议任正非把自己感动哭了，结果被辞退了捂嘴
人类探索计划,ec4fd5382d35f0f45ef9d469fa73d152,2021-08-11 18:33:27,0,0,毫无意义的行为，即使发布了也还是该干嘛就干嘛，吃饭，喝酒，陪酒，包红包，农家乐，这种已经烂到骨子里的商业文化怎么可能消失，真以为两杯茶就能成就千秋大业？
害羞啊,f23fcd18460927411f0e1b3f2458b88c,2021-08-11 18:31:25,0,0,说话真冲啊，家庭背景也没到和小马哥这样说话的程度吧
陈霞客,18d9b139ebdac98b0b0a98aa160caa5e,2021-08-11 18:31:16,0,0,措辞或许有些问题，但提出的问题本就实实在在，该说不亏是实习生，不干就不干呗，有什么理由去毕恭毕敬的
jim jim,33c02ce307ad4d3d049eb61410942aa8,2021-08-11 18:30:24,0,1,白酒股价下跌成定局了
老猪佩奇,1f6dacf11f0508e2780fcd3288287902,2021-08-11 18:27:37,0,0,捧杀真可怕
熊熊,ee7e7a0184531bb3df96d4ff6adf8201,2021-08-11 18:27:00,0,0,为这种负情商、自以为是的行为感到尴尬，确实有种学生会主席莅临指导的感觉。另外，他家的制药厂，没去了解过么，真的不需要喝酒么，只怕他爸刚愣完回了信息，就乙里乙气去陪酒了
才饮长沙水,4aa4f2a5afeeeb86908cfb0fada17aeb,2021-08-11 18:26:47,0,0,不是腾讯员工，但表示赞成
Spencer Lyo,b9ab7b042de388b52e40d7b32095d156,2021-08-11 18:24:49,0,0,目的性很明显的炒作，因为如果真的只是想让公司发声治理，根本不会自己刻意截图还发到群里。就是蹭热度故意炒作自己，是个正常人没有这么跟上级说话的。建议严肃处理该员工，整治不良风气。顺便预测一波后面的洗白套路：没想到自己会上热搜，抱歉占用公众资源刚刚毕业年少轻狂最近精神压力比较大有轻微精神疾病，在措辞上有一些不恰当的地方，之后会改进确实是想让腾讯变得更好，没有恶意营销炒作，希望大家不要对我进行网暴为自己不当行为造成的影响再次道歉，但由衷希望女性权利能得到保障
匿名用户,0,2021-08-11 18:24:23,0,2,这人高中三年在衡水一中上的，然后去天津高考的。也难怪其父是天津企业的副总。
变速等多久,79ccc98ea8b09cbf3ccaf43a189e5028,2021-08-11 18:23:59,0,0,为了女性着想？或许真正为了女性着想？未必为了自己？大概率是这样了
知乎用户,93ea9a94885f3d27c285432e530b045d,2021-08-11 18:23:53,0,0,哈哈，我觉得挺好。进步还是靠年轻人来推动。其它老员工，怎么就不发声呢。
无无明,76f456bec512e2211b35a413e9a83506,2021-08-11 18:21:30,0,0,小伙子很勇敢，竟然可以直接向老板提建议。小伙子很莽撞，在这个档口还自己爆出聊天记录，不就有蹭热点嫌疑吗
TomAndJerry,c40df326923475a43590be6362f5fb1c,2021-08-11 18:20:19,0,0,
顺时针,8e8aec663363a5d77ef5132913cfe459,2021-08-11 18:18:58,0,0,小伙子还是太年轻了，一看就是没经过社会的毒打。公司可以先出个制度，告诉大家陪酒是不对的我们要抵制。让办公室起草，全司学习规章制度。内网必须挂各层机构学习的通讯稿。钉钉或则企业微信必须人人已读。必要的时候各党支部在党员固定活动日，进行自我学习和自我批评。他最后让大家签个承诺书。备注自觉遵守不陪酒规定，如果违背责任自负
妙不可言,74cd64c543122a485275f746b7d5f738,2021-08-11 18:17:41,0,0,不知道网上的事是不是看多了，就觉得会有其他公司跳出来就事论事，借势营销一波。没想到还是挺快的。首先，这这个同学的行为，大有一种，这么大的热点，腾讯居然不第一时间表态？？是不是内部同样问题很严重？？我虽然是实习生，虽然很多业务都没熟悉，但是必须帮你一把，给营销团队看看，啥叫接力打力，顺势而为。这不得在领导面前狠狠的赚一波好感度？说不定以后升职加薪，走上人生巅峰？什么？没吸引住？居然没给回信息？不对啊，必须回复我我在公开一波聊天记录，炒炒热度。看我如此深谙营销之道，你以为我不会说话？我不给你这么多叹号，你能认真对待？不给几巴掌，霸道总裁怎么会爱上我？
平凡的世界,276796182e341789686b77055e8c6ae9,2021-08-11 18:15:52,0,0,这个实习生不知道能不能转正，从他这个措辞来看应该很困难
噼里啪啦的大雨,f31cc54313e42b3604a0a5db7b06019f,2021-08-11 18:15:01,0,0,提出解决方案的实习生都被干掉了，企业就是丛林。
超啊,f00e528f572e0d2ba97b4575c4937ed9,2021-08-11 18:09:06,0,0,这种事热搜第一，而这件事的主角阿里却不见踪影，是好玩啊
Ericfa,78ccd637801df85ed7ca7ecaab406604,2021-08-11 18:05:49,0,0,下流胚自媒体自导自演的假新闻。如果是的奇葩，请远离此类人，本事不大，戏挺多。
作手擒龙,841634193b24ddb09a4de192384980e5,2021-08-11 18:05:15,0,0,之家月日消息阿里巴巴女员工被侵犯事件在近期引发了全网讨论，进而推动目前其他的几个头部互联网公司努力规避此类情况。相对于腾讯方面的态度，昨日有一则网传的聊天截图显示：某位腾讯实习生向多位腾讯高层提出建议颁布拒绝陪酒相关条令，得到了其总裁的亲切回复这个事情最近也是火爆了，不知道是蹭热度，还是炒作？今天也是给大家好好普及一下，大家会经常面对的问题：领导组织聚餐，不想喝酒怎么拒绝？领导组织聚餐肯定是要喝酒的，领导敬酒目的一般说有三点：表示善意、展现权威、提出希望。断然拒绝，难度很大。一般拒酒很多途径，最难是拒直管领导的酒。如果这样做会给他传递三个信息：不友好、不信权、不懂事。你要是真不想喝酒我觉着还是要注意的以下几点一：是在思想上要坚持原则。说不喝就真不喝，从头到尾都滴酒不沾的，基本上正常人都能理解那是真不喝，一般人也不会再去碰那个钉子。如果前面推了，后面拗不过又喝了，那么大家都会觉得你这人好摆谱端架子。二：是言辞上要注意谦逊礼貌，要给敬酒的领导和同事台阶下，别让人在你这里下不来台，这样饭局的焦点也会很快从你这里过去。如果你是大美女的，那另当别论。三：是待人要公平。不管谁来敬，不管别人怎么说，不喝就是不喝。切忌出现小领导和同事敬你不喝，大领导说两句你又喝了的情况。那么还真的就是得罪人了，容易被围攻。四：是自身要自信，要硬气，不该怂的时候千万不要怂。个人的价值不是体现在区区几杯酒上的。现代社会没有人身依附关系，如果一位领导因为不喝酒而刁难你，那么以后遇事你也别给他什么面子。我就是不喝酒不抽烟的人，我们单位一个月聚餐一次，每次聚餐我都去，男男女女十几号人，就我一个不喝酒的，大家在饭桌上大家推杯换盏的可热闹了，有的同事一高兴就喝多了。不喝酒有一点不好就是餐后善后问题，要帮忙结账，还要送喝醉的人回家。文章作者：鬼灵文章链接：领导组织聚餐，不想喝酒怎么拒绝？聚餐喝酒拒绝领导文章来源：悟空问答著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。（侵权删）风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负
张大狗,2acdf7b8eff6dd9f9d129850dec88249,2021-08-11 18:02:13,0,0,酒场后果连带同责啊。问题迎刃而解，喝完了以后，各路人马互送回家，生怕哪个出事。
知乎用户,bab831198f0480e56bad0b017502a211,2021-08-11 18:01:56,0,0,大家都说他写的差。我倒是觉得正因为写的差才会得到回复。
saiyu,4265476e7a461ae189c5a98a5782ac06,2021-08-11 17:58:08,0,0,大概是不想转正了
梦到钱,3ed8328647c7f84beacfa7c8f66fd68c,2021-08-11 17:57:01,0,0,我相信他是正直的，即使是营销，即使是富二代，我也希望所有想着出名，所有富二代都可以这样跟老板说话。毕竟就提议来看我感觉没什么不妥，对腾讯这种体量的公司来说，应该有这种社会责任的担当吧。
摩西,9f8257fc8822e544dd338191876a9705,2021-08-11 17:51:57,0,0,我只能说就算在学生组织，比如学生会社团啥的，都没人会喜欢越级这种莽夫行为吧关键还越这么多级你要是有啥冤屈直接状告高层我没话说可这而且这语气是来隔应人的吗？乍一看还以为是谁不到工作，爸苦口婆心发一大段让他好好反思好好学习别人家孩子的鸡汤语录呢特别是中间层多尴尬啊，看不起我直接跳过我被无视，高层一看心想这怕不是憨批遭罪的是中间层罢了
语乎泪,26a71c5d5ac040b07ce3d04521757bfd,2021-08-11 17:50:23,0,0,看到截图的我直接表示牛，如果没有了解到他只是一个实习生的前提，他的那些措辞，我还以为是某领导呢。佩服的，这语气。佩服的，这敢于直接向最高领导以强硬语气提建议的行为。
洛克大侠,d83fdd0d88cbc029bf8dc0062cf8a53d,2021-08-11 17:47:51,0,0,做作痕迹明显
容易长胖的瘦子,31bbdbd884d701dad94dddc04bcdd113,2021-08-11 17:46:49,0,0,也没啥，我就想问这个时候女权在哪？也不去阿里门口静坐，也不去申报游行
抱枕,e0d3883c7c878e2c57ed4a103a51c720,2021-08-11 17:46:26,0,0,这个实习生有点莽了，尤其是第二张截图，要求领导“务必回复”，以生硬的语气要求对方“必须”为此发声，用这样的措辞要求对方，恐怕对方回应的几率不大这种“拒绝陪酒文化”发声的行为值得肯定，但我认为，或许以稍微委婉的语气和措辞能更好地打动对方，从而达到目的
死界生还者,a2da862433b90461d712f9ea6a1833fc,2021-08-11 17:45:09,0,0,有病带去医院看病，无病建议辞退。
三打鱼,bd844e1ea35ed768f6c0e1dd9d3f4b33,2021-08-11 17:43:23,0,0,受了西方政治正确价值观洗脑的当代红小兵网上大字报炮打总裁办。希望接下来这类闹剧不要再发展了，这剧情走向着实让人不舒服。
匿名用户,0,2021-08-11 17:42:39,0,7,华为曾经有新员工写万言书给任正非建言，指点江山任的回复：有病治病，无病辞退很多人因此骂任正非诸位，看看这位实习生爹现在你们是不是理解任正非了
匿名用户,0,2021-08-11 17:40:09,0,1,这位同学会在接下来的几个月内被找到理由被开，但是因为签了合同，三年内无法再同行业内找到工作，然后完了
匿名用户,0,2021-08-11 17:40:02,0,1,没经历社会毒打的年轻人，请记住一句真理：“解决不了问题，就解决提出问题的人。”
陈小贱,d916d6031a0570eaf2f136c1a32acaff,2021-08-11 17:39:55,0,0,首先这问题都提得好，要不阿里得给你钱要不你就是阿里的，转移注意力，祸水东引。
烊烊烊烊,059ad53b7a3f928297b16e3e6ddac09d,2021-08-11 17:37:30,0,0,这个小哥没弄清一件事，阿里这事重要的不是酒桌文化，而是强奸所谓问题最后扯到酒桌文化，不过是大事化小的一种手段。而且这个是能跟大多数人共鸣且能接受的，于是大家接受了这个说法，但这事无论本质还是受害者的诉求都是“强奸”这就跟犯法似的，大罪小罪都犯了，没道理按最轻的那个处理。就算是警方目前没找到切实有效的可以按强奸罪的证据，那也不能按最小罪处理你去扯酒桌文化，你去问问受害者本人吗她自己愿不愿意。问问她什么学历？问问她父母给受害者这么多年的投资包括教育投资等各种投资，他们愿不愿意按酒桌文化去处理。（敢情别人那么多年的刻苦学习，父母的各种呕心沥血的教育投资。最后要干和坐台的一样的事情？那还学个什么劲儿啊？）不过这也是报应吧你自己把大事化小的概念输送给大众，那么大众就按照“小”的概念去禁止这件事也没毛病总的来说，这个年轻人虽然做事方法不成熟，但勇气可嘉，
大巴车司机,662fbb5a877da4e1bd13ed2d577060a4,2021-08-11 17:37:15,0,0,像极了某知名作家
冰清玉洁,dbc8ddaa27087c77f368bd9756114f4c,2021-08-11 17:33:28,0,0,羊建议狼吃素了属于是。
知乎用户,f6e454299ab5a5c113d209be9592e756,2021-08-11 17:26:26,0,0,从文字内容来看，这边级别肯定很高了。从建议方式来看，多少有点不一样。
想不到名字,33a3812509aa1e44e90dce9060436eb0,2021-08-11 17:26:00,0,0,真的是酒文化的原因？还是有的人觉得自己是人上人需要做点事来显示一下
张衍之,384153719cdd6ad47808f4c130090e81,2021-08-11 17:23:59,0,0,这件事本身的槽点和丑态，很多答案都批判得很到位了，我想说的是一个现象“流量密码”。变着法子蹭热度，甚至是强行绑架，成了一本万利，不成毫无损失。这件事，他的动机肯定是炒作，但是背后有没有买热搜、炒热度？我想大概率是有的。从他截图的目的性和他们父子一唱一和的表演来看，从这个话题讨论都短期暴涨的情况来看，这是一场有预谋的操作，绝不是一个愣头青学生把学生会那一套做派带到实习的公司而引发的全民吐槽。沙雕新闻多了、蹭热度的多了，为什么他热度能这么快涨起来？大家都在嘲笑他为“学生会主席”、吐槽他文字、标点，但其实这些又何尝不是“流量密码”呢？究竟是他傻，还是看客傻？从他发出信息的一刻，他就铁了心要搞个大新闻，不管马、刘有没有回，怎么回，他都能找到角度把这事炒上去。所以，回不回复，怎么回复，对他不重要；但是对马、刘来说，可能一不小心就踩雷、被口水喷死，估计他们收到这个消息心里肯定一句卧槽。就像那些搏出位蹭热度的主播一样，只要能蹭上就够了。甭管好流量、坏流量，就怕没流量，大不了后面再解释、道歉，再加上深挖、反转，整成连续剧，反正群众们喜欢看“吃瓜”。然而，这些瓜，香吗？当我们淹没在在这些无意义的讨论中的时候，我们往往会逐渐偏离问题讨论的重点，我们会被带节奏，甚至会被故意激怒，会有人扮演小丑引来我们目光于是，我们渐渐忘了一开始我们关注这件事，是为什么？我们真正应该关注的焦点，是什么？小丑成功地吃到了流量，资本成功地躲到了后面，看客们吃得无聊了，扔下去追下一个瓜。传播学里有一个经典理论，议程设置媒体可能无法决定大家怎么想，但可以影响人们想什么。流量为王的时代，更是如此。你以为你关注的就是你关注的么？就是大家关注的么？那是有人让你关注的。总有人在操纵，总有人在表演，总有人在扮丑，总有人在吃人血馒头。掌握了流量密码，就掌握了大众。热搜、算法、个性化推荐表面上我们信息越来越丰富、越来越自由，其实我们越来越被困在”信息茧房“里吸着”奶头乐“，一点点丧失思考的动力和能力。让我们还是回到这个事件的源头吧，给受害者以公道，给施害者以惩罚，并为推翻一些腐朽的陋习和文化做一点呐喊、出一份力、发一丝光。张麻子的队伍里，不需要有九种办法弄死黄四郎的武智冲。我们，也不要做打麻将的看客。
will,1056f126af97bafac10ef552d3aba205,2021-08-11 17:23:43,0,0,罗翔讲刑法爱好者在韩剧里女教授却与高议员交易帮忙立法人们无法通过邪恶的手段达到美好的目的目的没有那么没好，手段也没那么邪恶
林子大了什么美女都有,5dded086b732c3b3d6d8a0e35768a94c,2021-08-11 17:22:38,0,0,新项目经历曾向腾讯高管提出建设性意见被采纳，并对其企业文化建设产生了深远影响其实要么是实习生比较纯真，想的简单要么就是蹭热点投机了目前看可能更接近后者
手流蛋,ab25a46100887bf9666e6795b71de6df,2021-08-11 17:21:01,0,0,出发点可能是好的，但是，，，，也太爱演戏了吧不说是你领导，跟你平级的同事谁受得了你这爹味十足的话，还务必在学校该不会是个学生会主席吧
今日分析,2e02437dcfc01aaaff4c54ed63f13730,2021-08-11 17:19:14,0,3,近日，一则腾讯公司内部企业微信的聊天记录，在网上引发热议。一位入职腾讯不久的实习生，因为近期“阿里集团丑闻事件”，向公司几位总裁发消息，要求领导发声颁布拒绝陪酒相关条令。根据网上发布的聊天记录显示，在这位实习生发出消息后，腾讯公司的总裁刘炽平也对他的建议进行了回复。看起来，这并没有什么问题。然而，当我细看聊天记录内容，并且回想了一下整个事情后，发现其实并没有那么简单。首先，让我觉得最意外的是聊天记录中的内容，如果只是越级反映提建议。我并不觉得这个实习生有太多的问题。但是，在给领导发送的建议信息中。要求领导必须为另一家公司的行为发声，或者编拟一个联名书，让公司万同事一起发声。并且，要求领导务必回复他的消息。并且在领导感谢他的建议，并且建议他把建议发给团队后，他仍然表示。会选择联合实习生们，联名写一篇倡议书，来作为反思。从聊天记录来看，其内容的措辞，要求领导必须发声，还必须回复他。而且，还表示会联系实习生们一起来写一篇倡议书。真是，露脸的是你，有锅大家背啊。真是像极了，学生会干部们的口吻。而看到这里，可能最多大家会以为，这位实习生只是为了在领导面前展示自己。所以作出了越级反映的事情，仅此而已。然而，没那么简单。如果只是在领导面前混一个“死谏之臣”的样子那就太小看他了。下面，我就说一下我的观点。这位实习生的根本目的就是为了他自己炒作。捧红自己罢了。如果只是越级向领导提建议，说了也就说了。但是，目前来看发到网上的截图，是腾讯企业微信，公司内部聊天记录的截图。而且，截图的发送者，就是这位实习生。还有，其截图的时间，就是在其发消息后立马进行了截图。或者是在对方有回复后几分钟内马上截图的。如果真的只是一个建议者，干嘛发个消息就要截图。并且还把截图发网上。难不成是想利用媒体的压力来逼腾讯高层发声？当然不是，这个事件的当事企业是阿里而非腾讯。没犯错刻意表态，那么除了跟阿里针尖对麦芒，并没有什么好处。腾讯只需要像上图回复的刘炽平总裁所说的，团队去实施相关政策就行了。所以，这也就只是这位实习生，为了让自己红，也可能是炫耀所做出的行为这样做的后果是什么？首先，这样的发言是公司内部的制度建议，属于公司内部信息。更别说有跟公司高管对话的内容。这样私自截图发出来，对于很多公司来说，都是大忌。而且根据腾讯公司的内部高压线准则来说，未经允许将公司内部工作聊天信息对外发布，已经违反公司员工行为高压线准则。不仅这位实习生可能面临处罚或者开除（其实不用开除，实习期满不续签即可），其直属领导和内推实习的人，可能都要受到处罚。其次，他这样的口气跟公司高层对话。要是换在一些领导人杀伐之心更重的公司，早就直接被撸掉了。最后，对于一个动不动就爱给公司高层发建议，并且还会截图发网上的员工，想必知道此事的企业都不敢要这样的人了。当然，网上传言说这位实习生，有什么其他身份。这个咱不清楚，也不想去管。这里只是想告诉大家。别学他，他可能有后路，你我可不一定有啊。
正经的鱼歪歪,44427deed298985d57b02f6ace191633,2021-08-11 17:17:59,0,0,两个方面去想这个事情。第一，单纯看这个建议。实习生这个身份很有讨论性。我记得雷军之前说过一句话：在入职公司的前半年，不要对公司战略和业务提出任何意见，因为此时的很多建议都不成熟。应当在充分了解公司之后，再表达自己的想法。还有一个清华学生到华为第一年给任正非写信制定华为战略方向，任正非直接说：如果他有病，就让他去治。很多新人也认可这种说法，因为人微言轻，因为枪打出头鸟，因为未知全貌不予置评（这也是刘炽平回复的一部分意思）。目前看来，这个信息的真实性有待商榷，但是如果是真实的，他的中心内容其实没有什么错漏，让公司领导对现在舆论鼎沸的酒桌文化从公司层面作出回应。公司的立场，需要通过领导发声去表达出来，这其实不只对年轻人，对很多职场人来说都是缺失的，一边是自由自在的互联网环境，另一边是“关切”每个员工言论的资本大厂，这会让人产生错乱感，我到底有没有言论自由。“务必回复”，这句话说出来，可能也是年轻人试探的一种方式。但另一方面，细究这个实习生的动机。这种方式真的不算理性，抛开这个实习生的家庭背景（网传营销公司富二代），他其实并没有提出什么实质性的一件和建议。唯一一条，拒绝酒桌文化，其次的所谓完善相关规则，完善员工反性骚扰规则，像极了政治题答卷上模棱两可的答法。在这种事情上，我们其实可以很鲜明的就表达看法而不是车轱辘话来回说，比如我可以在第一次发出信息的时候就表明，针对这次事情，我认为我司也应该表明态度，做些事情，如何帮助女性会遇到的问题：，我列举了几点建议。总而言之，醉翁之意不在酒，在乎营销自己尔。
好名字可以,83f6515f4cb32e05ac1acd8e55ade2ae,2021-08-11 17:17:16,0,0,然后被女员工集体排斥，实习结果不合格。
二元道长,5fdc3a8de933f6a3c3bd8699ef621f53,2021-08-11 17:16:57,0,0,如何看待网传腾讯实习生向腾讯高层提出命令颁布拒绝陪酒相关条令？这样才对吧
wzl,3ed53077ca671362cdc26e5084da716a,2021-08-11 17:15:27,0,0,实习生就目前在中文互联网引起巨大声讨的酒桌文化问题，向公司总裁提出要求，并要求务必回复。第一个前提，我们应该承认的是：任何人都可以就酒桌文化，保护女性做出评价乃至行动。我们欢迎且鼓励这样的行为问题在于：聊天双方的角色是一个公司内的领导和实习生，因此聊天的内容存在等级差和事务性质。显而易见这件事和公司无关、和事务无关。唯一可能有关系在于推论，阿里在这上面有问题，推论类比相同等级的公司也可能存在问题，或者预防，并作出表率作用。话说正题，那他为什么敢对领导发出来，敢将截图发出来。排除他的性格、正义感等个人因素来看。根本在于借助社会舆论的大势（大家都说要酒桌文化不好），借助公司本身高流量（腾讯的知名度），借助自身实习生与高管等级差在舆论场上带来的流量，借助互联网对于任何新奇、奇怪事情把握的心态。媒体这东西属实让他明白了。如果高管理他、媒体报道，他能获得什么极高的知名度，正如我们所看到的那样，发回来大众媒体提升地位的功能。如果失败，他会失去什么，引起管理层的反感、被要挟，可能失去正式工作，要是真的这样，他可能会更开心，更有机会造成一波流量。但是我依然反感，这样的姿态、这样的要挟对于真正改变酒桌文化、保护女性没有丝毫帮助，反而是自己趁着这波讨论，获取流量。在互联网上，大多数年轻人、中产阶级对于酒桌文化都是反感的，为了迎合情绪做出的声明，对于事实没有帮助。纯粹的反对，没有理性的思考，酒桌文化是错的，这种简单的二元对立没有改变权力的实施。酒桌文化本质是权力场的支配与表演，是女性结构性的压迫的体现。不是靠一份声明、务必回复解决的。
空空如也,dcaf0547632cb7b3d71ec1d179d5d104,2021-08-11 17:14:53,0,0,《演员》节选简单点，说话的方式简单点递进的情绪请省略，你又不是个演员，别设计那些情节没意见，我只想看看你怎么圆，你难过的太表面，像没天赋的演员，观众一眼能看见该配合你演出的我演视而不见
木子,19dde361f434c3e2a792120cc83c2d09,2021-08-11 17:14:51,0,0,杯弓蛇影没有一点儿大资本家的气势。
互联网好精彩,c8b0e435d0870eface7089de5ac4194a,2021-08-11 17:11:23,0,0,不是，企业微信应该有水印啊
小心哨兵,e1650d99dd966d50bd00dc10b549f9ab,2021-08-11 17:09:51,0,0,不是吧啊块而已，用得着玩命吗，不陪酒人家能拿枪顶着你把你枪毙了？
追忆,dd3476dc19e8880e043063953b6c213e,2021-08-11 17:09:34,0,0,来抖个机灵这难道不是刚入职防开除操作如果被开除了就是“腾讯实习生因向腾讯高层提出建议颁布拒绝陪酒相关条令被开除”公司不会允许这种话题产生的吧
知乎用户,d43ba47e0c37f1b210c7fe69a377fc35,2021-08-11 17:08:55,0,0,企业马上跟进新，越级沟通进行拦截，审批后才能送达。
知乎用户,9c3c8a5836e60e89206174f5c5c4e193,2021-08-11 17:04:15,0,0,难道不喝酒就没有潜规则？。
白青烟,0ba298de9dbbba53b4914423e59608da,2021-08-11 17:04:13,0,0,好多人打着为工农阶级发声的理由来挺这个充满官僚气息的发声，学生会主席莅临指导小马小刘顺带营销自己老爸公司，一些人跟着扯一堆不像样子的宏大叙事就觉得自己成了时代改革的那一批潮流先锋真是大可不必，想劝劝他们先读读马列，但感觉离进化成成熟体还有段距离，真的是尬中尬，一山更比一山尬
知乎用户,d4903240c3f9a97890051d6079def9dd,2021-08-11 16:59:39,0,1,敢这么说，莫非是深大毕业的？
胡汉三,453592bad0b557c5537cba0d85d8df77,2021-08-11 16:58:29,0,0,他想要流量，想要热度，很明显，他成功了。
花生籽籽,f30c4eda29fcc2739c0495b8ea664cb9,2021-08-11 16:58:29,0,1,我是女生，我是销售，免不了酒局，怎么看阿里出的这个事。，中国的酒桌文化短期内很难完全改变，相比以前，现在已经好多了。，什么叫陪酒，什么叫敬酒。我是的话，我也喜欢饭桌酒桌上会来事的下属。如果你总是很难融入大环境，那么可能这个岗位你不太合适。，企业应该保护员工，如果工作中的应酬让员工感到不适，员工要勇敢提出来，企业要第一时间给与保护，可以是换岗。，企业文化要正气，外部环境难改变，内部文化一定要正气，领导要保护下属，身先士卒就是这个道理。我是女生，我也会帮团队里的姑娘挡酒或者迂回一下。，如果真的非常介意这种酒桌文化，可以在就业的时候有所选择。
小米,0f8dfae28b63b0e7777ab8fe94fcb8a9,2021-08-11 16:56:51,0,0,如果不是上面写的是公司是腾讯，我会觉得这是阿里的一个危机公关，感觉话题歪楼的厉害也是另一种转移话题的方式
安艺惠,ebb3050d3e7f5e91c6e22a5d95dc5bff,2021-08-11 16:54:06,0,0,小丑一个，明天就辞退了
罗得,50d2722520d03081d73c709e6b4c9797,2021-08-11 16:50:29,0,0,能不要因为跳梁小丑的闹剧分散大家对阿里事件的注意力吗？请大家还是保持对阿里事件的关注吧
梦入神机,d89458431633bc7436653b14c27bb487,2021-08-11 16:49:20,0,0,我还以为是腾讯策划的营销实习生也是托呢，没想到是真有这样的实习生啊
摄氏零度,5afacdc0ffeb44141111720b1ec4e3ed,2021-08-11 16:48:50,0,0,有没有感觉这个人说话的口气很熟悉？我想了半天，终于想起来，这不就是大学里学生会小头头的语气嘛
知乎用户,356082d0218fca1cb8bbddad7af3d140,2021-08-11 16:48:11,0,0,实习臭要饭的还用命令口吻感叹号？
帝国宰相马卡多,efafed2cb5b9f2071bb22264ae99a7a6,2021-08-11 16:47:29,0,0,先不说他提出的建议对不对，好不好。字里行间没有一点基本的社交礼仪和上下尊卑，要是他爸不是天士力的高管，借他十八个胆子也不敢干这样的事儿，还想不想要工作了？借用华为任老板的一句话：有病送医院，没病就赶紧辞退。
Arvins2,e15642efa549539095ecab047256ebc0,2021-08-11 16:47:16,0,1,同学，尝尝社会的毒打吧会让你头脑清醒一些。
